id,rumor,label,evidence_id,evidence,username
AuRED_157,"God is Great, and praise be to God. The release of Sheikh Salman Al-Awda from the deadly prisons of Al-Salool. May God hasten the release of the captivity of all his brothers, scholars and oppressed oppressed people. https://t.co/rDW34lYTQN",REFUTES,"['1359595392908861447', '1359595347228700676', '1359595248519946250', '1359583766205915141', '1359507682365956097', '1359164409436909570', '1358983300451360768', '1358981253521952769', '1358896089898897408', '1358877847419555843', '1358811193415262208', '1358779880113111048', '1358687655433822208', '1358687490400477185', '1358671765401202688', '1358670908949463043', '1358512891973038082', '1358509050288369666', '1358508986266451975', '1358508939441274883', '1358508901335990276', '1358309861830889473', '1358102666438705152', '1357996224029347840', '1357996160959545345', '1357995461513269249', '1357842067687411713', '1357841750048595969', '1357563326704844802', '1357486565979803649', '1357430027697213448', '1357418944215277568']","RT @Ahlemik: #Salman_Al-Awda_Conference RT @abuhilalah: Alia Al-Hathloul did well in reminding the rest of the detainees, especially Islamists like Sheikh Salman Al-Awda, in order to ignore his attempt to separate prisoners of conscience based on their attitudes. Prisoner of conscience Prisoner of conscience! There is no difference between a liberal opinion and an Islamic opinion @aalodah RT @alia_ww: After a thousand and one nights, I can finally see the face of my dear sister Loujain, but I cannot say that she is free. Also, I cannot forget that Al-Awda, Al-Sadhan, Al-Rabiah, and others are still subjected to great injustice 💔 Life lesson: No right is lost, there are demands behind it. The day after tomorrow.. Friday.. wait for us. . . @moslehun #Salman_Return_Conference https://t.co/jFnaLgSEnp RT @moslehun: The virtual international conference ""Contemporary Reformers: #Salman_Al-Awda as a Model"" with the participation of a global elite of academics, jurists and politicians. 🗓️February 12 and 13, 2021 Conference program and broadcast links 👇🏼 🔗https://arabrrc.org/moslehun #Salman_Al-Awda Conference"" ""RT @qtral3b: Oh God, unite their hearts for what is best for their people""... is enough in #Saudi Arabia to make Sheikh Al-Awda disappear for more than 1,200 days behind bars without charges being brought, and even from silence, Sheikh #Salman_Al-Awda was not spared. @aalodah @salman_alodah @oamaz7"" RT @mshinqiti: Sheikh #Salman_Al-Awda is one of the figures of Islam, a nobleman among the nation’s nobles, and a chivalrous man who gave what was precious and precious in the service of his religion and nation. It is the duty of the people of the nation to stand up for their right to freedom and a decent life. There is no future for a nation whose choices are insulted, whose free people are restricted, and it is a stagnant rule.. #Salman_Al-Awda_Conference RT @anesmansory: The beloved of the peoples, the voice of centrism and moderation, the king of hearts, and the ambassador of peace. He is eloquent in his tongue, eloquent in his statement, and the meaning is firmly rooted in knowledge, a man of a nation... abundant in knowledge, strong in argument. He is Dr. #Salman_Al-Awda. May Allah hasten his relief, free him from his captivity, and reward him for his ordeal and the patience of his family and all his lovers. #Salman_Al-Awda_Ambassador of Peace RT @MohannaAlhubail: I do not know what the purpose of the false leak about the release of Sheikh #Salman_Awda is, but I say that the regime is capable if it manages to determine its interests from the decision that is supposed to be a prelude to the release of the rest and the ongoing attempt to kill the sheikh in prison under global supervision and monitoring. As for his release, it is natural that it should be considered. For her as a positive step RT @DAWN_Arabic: Sheikh #Salman_Al-Awda is in Saudi prisons because of a tweet! Click the link to read the details of his case and the names of the perpetrators who violated his rights 👇… RT @EmanAl3omari: #Salman_Awda_Conference May God relieve his family..🤲 https://t.co/4CWyLup6X8 RT @MbsMeToo: Al-Awda’s son denies rumors of his father’s release. The Saudi academic in the United States and the son of the detained preacher “Salman Al-Awda,” Abdullah, revealed the truth about the news circulating on social media regarding the Saudi authorities’ release of his father. Be on time! The entire conference will be broadcast live on various platforms and via the website: https://t.co/9pKmfCotH4 https://t.co/VUYtOst2rH For the sake of a free human being.. This conference will be.. #Salman_Al-Awda_Conference.. Follow us @moslehun (Contemporary Reformers)... within the work of the Center for Arab Research and Rights in Washington, DC, America.. On Friday and Saturday, February 12-13.. And.. Watch : https://t.co/OTsHdp5JZo RT @samaa_myy: @aalodah The story is not over yet, sir. Tomorrow the birds will fly and it will be the beginning. We ask God for a speedy relief for him #Salman_Al-Awda @aalodah RT @aalodah: There is nothing new about the father #Salman_Al-Awda, and his health condition is still not good according to his last visit to Al-Ha’ir prison and their treatment of him is very poor, and he is still in solitary confinement. He has a secret session in which no independent parties are allowed to attend on March 14, in a shaky judicial situation that is not independent at all. I ask God to release him and the rest There is nothing new about the father, #Salman_Al-Awda, and his health condition is still not good according to his last visit to Al-Ha’ir prison, and their treatment of him is very poor, and he is still in solitary confinement. He has a secret session in which no independent parties are allowed to attend on March 14, in a shaky judicial situation that is not independent at all. I ask Allah to release him and the rest RT @m3takl: Dr. Abdullah Al-Awda: We remained for several months without knowing anything about my father, Salman Al-Awda, neither his place of detention nor his health condition, during the first period of his arrest. RT @WeRecordAR: Although a month has passed since the #Gulf_reconciliation, some victims of the crisis are still in detention, including the Islamic preacher #Salman_Al-Awda, who is suffering from deteriorating health in #Al-Ha’ir_Prison in #Saudi Arabia. In the #UAE, the authorities are still detaining the young Omani #Abdullah_Alshamsi in the notorious #AlWathba_Prison. RT @iumsonline: The International Conference Contemporary Reformers highlights “Salman Al-Awda as a contemporary reformist model” https://t.co/UEuVBPOQOc RT @taj_rights: The “Contemporary Reformers” conference dedicates its first session to the detained preacher #Salman_Al-Awda https://t.co/Yrp9aKtREN RT @MbsMeToo: A conference to support the steadfastness of “Al-Awda”..and calls for international intervention to release him. The “Contemporary Reformers” conference announced that its first session was dedicated to the Saudi preacher who has been detained for years, Salman Al-Awda, in support of his steadfastness. RT @Bilal_Ali_Badr: @aalodah Sheikh Salman Al-Awda May Allah relieve you of your captivity No matter how long the night of injustice and tyranny lasts, the yoke of the free will not disappear #Salman_Al-Awda_Ambassador of Peace ht… ""RT @alestiklal: Dedicated it to the detained Sheikh #Salman_Al-Awda.. The ""Contemporary Reformers"" conference announces the launch of its first edition, specifying February 12 and 13 as the dates for holding its activities that will shed light on ""contemporary reformers who have been subjected to injustices as a result of their contributions in the intellectual, political, and social fields."" ""."" RT @Bilal_Ali_Badr: #Salman_Alouda_Ambassador_of_Peace I love you for the sake of God and may God relieve you of your captivity, our Sheikh https://t.co/TLQcPdZq9x RT @salahbabgi: Arab thinker Muhanna Al-Hubail’s letter to the Secretary-General of the United Nations asking him to press for the release of Sheikh Salman Al-Awda @antonioguterres @salman_alodah RT @MohannaAlhubail: Mr. Secretary-General of the United Nations Antonioguterres @antonioguterres #Sheikh_Awda_and_Conscience_of_World_Peace Greetings.. During a quarter of a century, the campaign of Islamic enlightenment struggled to create a great human rationalization approach that spreads on the Arab land and adopts the purposes of Islam, not the creation of a false religion for the benefit of tyrants or brutal capitalism. “RT @aalodah: The noble thinker, Professor Muhanna Al-Hubail (from the Arabian Peninsula), sends an appeal to the Secretary-General of the United Nations “to persuade the Saudi authorities to release the father #Salman_Al-Awda immediately so that he can return to his home and resume taking his medications after the illnesses that have befallen him while he is a prisoner of conscience besieged without his freedom and his children.” Its mission is to enlighten RT @SaudiReformers: Dr. Abdullah Al-Awda, during his article in the Indonesian newspaper Al-Balad, says that the authority of Bin Salman is trying to slowly kill his father 👇 #Salman_Al-Awda_Ambassador_of_Peace RT @Arabi21News: A conference highlights “Salman Al-Awda” as a contemporary reform model https://t.co/CxWH6Ev3IY” RT @SaudiReformers: A broad response to Dr. Abdullah Al-Awda’s campaign that came to support Sheikh #Salman_Al-Awda_Ambassador of Peace 👇 https://t.co/ZtVnuTNAGe RT @humaid22: One of the few who presented how a scientist can be abundant in his knowledge and close to people in his life diaries #Salman_Al-Awda_Ambassador_of_Peace https://t.…","['aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah', 'aalodah']"
AuRED_158,"New innovation.. Hidden chairs and box in carpets, Abdul Wahhab Mosque, Doha, Qatar https://t.co/D76cyUtQAV",REFUTES,['1321027604749713408'],"The #Ministry_of_Awqaf in the State of Qatar confirms that the video circulating of the innovation of the hidden prayer chair (chair + armrest + box), which was implemented by the Ministry in the Imam Muhammad bin Abdul Wahhab Mosque, is (incorrect) and is not true. #Your_safety_is_my_safety https://t.co/TDGoCQ2yC1",['AwqafM']
AuRED_105,Tunisia offers to help Libya treat those injured in the fuel truck explosion in Bint Biyya #Libya #Witness for details: https://t.co/s7fdU5fvgq,SUPPORTS,"['1554448728320344064', '1554448815524139013', '1554446617356427266']","I extend my thanks to His Excellency the President of the Republic of #Tunisia, Mr. Kais Saied @TnPresidency, for his solidarity and harnessing all hospitals and medical teams to help the wounded of #BintBey. This solidarity indicates that what unites the two brotherly peoples is fraternal relations and a spirit of solidarity in good times and bad in all cases @OJerandi 🇱🇾🇹🇳 RT @NajlaElmangoush: I extend my thanks to His Excellency the President of the Republic of #Tunisia, Mr. Kais Saied @TnPresidency, for his solidarity and harnessing all hospitals and medical teams to help the wounded of #Bint_Bey. This solidarity indicates that what unites the two brotherly peoples is fraternal relations and a spirit of solidarity in good times and bad in all cases @OJerandi 🇱 🇾🇹🇳 1/2 The Ministry of Foreign Affairs and International Cooperation expresses its deep thanks and gratitude for what the sisterly state of #Tunisia announced in its recent statement, in which it made use of its Tunisian hospitals and medical staff. To help Libyans who were injured in the municipality of #Bint_Bey following the fuel tanker explosion. https://t.co/oWRtH9T7IC","['NajlaElmangoush', 'Mofa_Libya', 'Mofa_Libya']"
AuRED_111,The Spanish Casas is the coach of the Iraqi national team https://t.co/DmJEEd0dXA,SUPPORTS,"['1589959119448182784', '1589296752473280512', '1588890490975686658', '1588890064360443904', '1588861824552046593']","Watch the lecture of the technical staff of our national team before facing its Mexican counterpart tomorrow, Wednesday. https://t.co/JI0CMarvfm ""The Iraqi Football Federation officially contracted today, Sunday, with a Spanish coaching staff to lead the national team in the coming period. The contract was signed by the president of the federation, ""Adnan Darjal,"" and the Spanish coach, ""Casas,"" https://t.co/iabf0dPzqJ. Watch/ Behind the scenes of the Spanish coaching staff’s tour in the capital, Baghdad, accompanied by the President of the Iraqi Football Association, Adnan Darjal. https://t.co/jqTPu1A25e ""Watch/the meeting of the President of the Iraqi Football Federation, ""Adnan Darjal,"" with the Spanish coaching staff led by ""Jesus Casas,"" which was held today, Saturday, at the Federation’s headquarters, in the presence of Federation member Ghanem Oraibi and the Federation’s Secretary-General, Muhammad Farhan. https://t. co/rlZ6FmN8l1"" ""The Spanish coach ""Jose Casas"" and his assistant staff... Have a good night and have a good rest in Baghdad https://t.co/pw0XDNwXTo","['IRAQFA', 'IRAQFA', 'IRAQFA', 'IRAQFA', 'IRAQFA']"
AuRED_115,"A citizen assaults a doctor working in a maternity hospital, causing him to bleed in various parts of his body. The Medical Association denounces the attack and will take legal measures against the attacker #Kuwait #Ministry_of_Health https://t.co/Jv83KAaXij",SUPPORTS,"['1557788843444768768', '1557751259322585090']","The #Ministry_of_Health denounces the unfortunate attack on a doctor in the maternity hospital, stressing that we are following up with the competent authorities in the country, the legal procedures that preserve the doctor’s right, in accordance with what is stated in the Professional Practice Law 70 of 2020, and to preserve and protect all the rights of health personnel, in the face of these unacceptable and reprehensible actions. . https://t.co/2vug3JTt1P The Medical Association denounces the incident of assault against a doctor in the maternity hospital, where the doctor was brutally beaten, leading to bleeding in various places in the body. The Legal Committee of the Association contacted the doctor and his family to check on him and appointed a lawyer to proceed with legal procedures against the attacker.","['KUWAIT_MOH', 'KMA_1963']"
AuRED_118,"There is no power nor strength except with God. Say, “Nothing will happen to us except what God has decreed for us.” It was confirmed that Akram Tawfiq suffered a cruciate ligament tear.😢💔 The injury may deprive us of a fighter from a Mufusa fighter 🖤 https://t.co/G95O5u5ih3",SUPPORTS,"['1606748388212490242', '1607147604533563398', '1607005112605577221', '1606938423604006913', '1606764600258461696', '1606761259428216832']","X-rays prove that Akram Tawfiq suffered a cruciate ligament tear. https://t.co/k6Bl0QXt46 Islam Al-Shater: Al-Ahly players and fans were keen to support Akram Tawfiq before the start of the Smouha match by raising his shirt #The_Big_House #Alahlytv 📺 https://t.co/NTWf42jqU0 Amira Farraj.. X-rays prove that Akram Tawfiq was injured by a cruciate ligament tear, and the player will fly to Austria in the coming days. YouTube 🔗 https://t.co/g84Bu2Yfma #Al-Harifa #Alahlytv 📺 https://t.co/o0dcVIgKWl Al-Ahly fans support Akram Tawfiq after his injury YouTube 🔗 https://t.co/DhojMC7klm #10morning_in_AlAhly #Alahlytv 📺 https://t.co/ZWUqq73Qv5 X-rays prove that Akram Tawfiq suffered a cruciate ligament tear... and the player will fly to Austria in the coming days to undergo surgery 🥺 #Support_Akram_Tawfiq #Alahlytv 📺 https://t.co/5dcSBKXk5h A touching message from Akram Tawfiq after he suffered a cruciate ligament tear YouTube https://t.co/rVcaKkrtCN #Al-Ahly_Red_Line #Support_Akram_Tawfiq #Alahlytv 📺 https://t.co/tXbsWxIAPY","['AlAhly', 'AlAhlyTV', 'AlAhlyTV', 'AlAhlyTV', 'AlAhlyTV', 'AlAhlyTV']"
AuRED_124,#Saudi Arabia bears the costs of #electronic_services for the #Haya visa for the World Cup in #Qatar,SUPPORTS,"['1579823980735008772', '1579814147814195200']",#Cabinet: Approval for the state to bear the costs of electronic services - related to the electronic visa services platform at the Ministry of Foreign Affairs - that are collected in exchange for issuing an entry visa to the Kingdom for holders of the fan card (Haya) for the Qatar 2022 World Cup event. https://t.co/C7t6dBTzwm #Cabinet: Approval for the state to bear the costs of electronic services - related to the electronic visa services platform at the Ministry of Foreign Affairs - that are collected in exchange for issuing an entry visa to the Kingdom for holders of the fan card (Haya) for the Qatar 2022 World Cup event. #SPA https://t.co/nsMKhgonO6,"['KSAMOFA', 'spagov']"
AuRED_129,The death of former #Al-Nasr star #Yasser_Al-Moussa after suffering from illness - may God have mercy on him - #Death_of_Al-Nasr_player_Yasser_Al-Moussa https://t.co/vAxP0tU6Ie,SUPPORTS,['1603492708013727750'],"The Board of Directors of Al-Nasr Club offers condolences on the death of former Al-Nasr player, Captain Yasser Al-Mousa. https://t.co/UPifmTMfze",['AlNassrFC ']
AuRED_004,Turkish demonstrators attack the Kuwaiti Turkish Bank in Istanbul... after the collapse of the Turkish lira... as I received... https://t.co/qncixBrPXg,NOT ENOUGH INFO,[],,[]
AuRED_006,"#Qais_Saeed “From now on, if clerics interfere in politics, I will fill the prisons with them.” Long live the belly that carried you, man, in a time of men’s decline.",NOT ENOUGH INFO,[],,[]
AuRED_009,Erdogan: My problems with Sisi were due to a misunderstanding and I *seek* to fix it.. Al Jazeera Channel https://t.co/BxNw1zcLg1,NOT ENOUGH INFO,[],,[]
AuRED_015,"🛑The Guardian"" warns of the outbreak of a deadly #virus in #China called ""Nipah"" https://t.co/bcvjifkhcj",NOT ENOUGH INFO,[],,[]
AuRED_022,"Proudly made in Egypt 🇪🇬 Rami Al-Subaie, the first Egyptian and the first Arab to win Mr. Olympia in history. Congratulations to Egypt and the Arabs #Big_Rami https://t.co/BzNmoR33A4",NOT ENOUGH INFO,[],,[]
AuRED_032,ElBaradei speaks again: Egypt's possession of nuclear weapons at the Dabaa station is a clear violation of international standards and must be stopped.,NOT ENOUGH INFO,[],,[]
AuRED_052,"News about the death of Saudi judo player Tahani Al-Qahtani, who was defeated by an Israeli player https://t.co/MJbPM1EkoO",NOT ENOUGH INFO,[],,[]
AuRED_057,“The Saudi swimmer “Ahmed Jibril” ranked 47th in the Olympics out of 47 participants 🏊🏼.. It’s good that he didn’t drown too 😂😂\n\n#No_Oh_God https://t.co/SLE0zc4lYV”,NOT ENOUGH INFO,[],,[]
AuRED_058,Ahmed Moussa: Egypt succeeded in organizing the World Cup... and “Qatar stole the bubble idea from us.” Video https://t.co/1Mwf01AuAb,NOT ENOUGH INFO,[],,[]
AuRED_063,"Pardoning terrorists is something God can do, but my job is to send them to Him. Vladimir Putin",NOT ENOUGH INFO,[],,[]
AuRED_074,"🌇 #Egypt_Projects🇪🇬 Medical and food aid from #Egypt arrives in the #Gaza Strip to protect our Palestinian brothers from the new Corona virus, Egyptian medical and nutritional aid for the Gaza Strip to help the Palesenians to combat the noval corona virus. https://t.co/GztD13XU1J",NOT ENOUGH INFO,[],,[]
AuRED_075,"An authentic Tunisian doctor, Ain Dirham, 43 years old, the first doctor in the world to perform a heart operation outside the patient’s body, and it was crowned with success. We are proud of such people ❤🇹🇳 https://t.co/A9EFQsdYxz",NOT ENOUGH INFO,[],,[]
AuRED_078,"The World Health Organization calls for stopping the granting of the second dose of Corona vaccines until next September, which will allow the first dose of the vaccine to be delivered to the groups that need it most in the world.",NOT ENOUGH INFO,[],,[]
AuRED_091,"Tunisia refuses to open border crossings with Libya on August 8, 2020 due to Libya entering the fourth stage of the spread of the epidemic https://t.co/9BamOAZvgN",NOT ENOUGH INFO,[],,[]
AuRED_012,"🆘🆘☠️☠️🆘🆘. *Urgent* *United States: The Supreme Court abolishes mass vaccination - a scandal 3 weeks ago* A great victory for freedom, the Supreme Court abolished mass vaccination. https://t.co/wuGHxg65eh",REFUTES,"['1404096668648284162', '1403769350566391813', '1403418766537596928', '1403408751256903680', '1403397902005907460', '1403392983706357762', '1403346697439387650', '1403311017975746567', '1403059152201699328', '1403017537739276289', '1403010411730018307', '1402304497230155779', '1404158946177343491', '1402218639982567426', '1403923883229601795', '1402807732772610050', '1402627616994123778', '1402535941768728576', '1402350777167908864', '1404211304521474048', '1404152477738483717', '1403897234056417280', '1403145545171017729', '1402301407672295424']","President Biden welcomed the historic commitment of G7 leaders and invited countries to provide more than a billion additional COVID-19 vaccine doses to the world starting this summer, with the United States contributing half a billion doses. https://t.co/SEtCDJvPHz RT @SecBlinken: President Biden has taken action to use the power of our democracy, the ingenuity of American scientists, and the power of American manufacturing to defeat the pandemic globally by helping vaccinate the world. RT @StateDept: President Joe Biden: “We want to lead the world with our values ​​that demonstrate our innovation, creativity, and core morals as an American people.. These vaccines will contribute to ending the pandemic everywhere.” https://t.co/zsAksKnb9y RT @POWERUSAID: The United States is donating 500 million COVID-19 vaccines to low-income countries around the world. By confronting the unprecedented crisis, President Joe Biden underscores what American leadership means about saving lives and never shying away from solving the world's greatest challenges. RT @USAmbUN: The United States is donating half a billion doses of the Pfizer vaccine to low-income countries around the world. This is the largest purchase and donation of vaccines ever made by a single country, and our efforts to save lives will not stop there. RT @SecDef: Great news as President Biden announced that the United States has purchased 500 million doses of the Pfizer vaccine to distribute to countries around the world. Proud to see the United States leading this effort that will save millions of lives and eliminate this pandemic globally. RT @StateDept: President Joe Biden announced yesterday that the United States will purchase and donate 500 million doses of life-saving coronavirus vaccine to the world's low- and middle-income countries by June 2022, including 200 million to be delivered by the end of this year. RT @VP: The United States has become a vaccine arsenal for the world. Yesterday, President Joe Biden announced that we will purchase 500 million doses of the Pfizer vaccine and donate them to low-income countries. With this vaccine, we will help end the epidemic. RT @POTUS: Today I announced that the United States will donate half a billion new Pfizer vaccine doses to 92 low- and middle-income countries. Pfizer's vaccines will save millions of lives around the world, and will be produced through American manufacturing power. RT @StateDept: US is sharing US coronavirus vaccine doses to promote a global end to the pandemic. We will donate at least 80 million vaccine doses and work with our partners and allies to distribute them by the end of June. Learn more here: https://t.co/6A5P5WWWF8 https://t.co/bnrX6NUiVO RT @StateDept: The US COVID-19 vaccine strategy is a vital component of our global strategy to lead in the elimination of the pandemic and future pandemics. We will be an arsenal of vaccines for the world. https://t.co/nHJ5LSWoX8 President Joe Biden announced last week that the United States was donating 25 million doses of the COVID-19 vaccine worldwide. To learn more about how it is distributed: https://t.co/ABYUXjyW2G RT @USAbilAraby: President Biden welcomed the historic commitment of the leaders of the Group of Seven countries and invited countries to provide more than a billion additional vaccine doses against the Covid-19 virus to the world starting this summer, with the United States contributing half a billion doses of it. @WHO has approved the Sinovac-CoronaVac #COVID19 vaccine for emergency use, providing assurances to countries, funders, procuring agencies and local communities that it meets international standards for safety, efficacy and manufacturing. To learn more⬅️ https://t.co/HlgCQW62B6 “RT @UNNewsArabic: Mr. @antonioguterres welcomes the #G7’s commitment to sharing vaccines, saying, “The response necessary to end this pandemic will require the largest global public health effort in history.” He explained that the world needs a global vaccine plan, stressing that “leading a global Seven is crucial """"#G7UK - Read https://news.un.org/ar/story/2021/06/1077832"" Secretary-General @antonioguterres will push for a global vaccination plan against Covid-19 during his participation in the G7 summit https://t.co/solSf1Dh0v RT @WHOEMRO: The Sinovac-CoronaVac #COVID19 vaccine has been approved by the World Health Organization for emergency use, providing countries, funders, procuring agencies and local communities with assurances that it meets international standards for safety, efficacy and manufacturing. To learn more⬅️ All countries must share excess doses of vaccines with other countries around the world. We can end this crisis #OnlyTogether https://t.co/2isqBZrJXZ https://t.co/oAVxXzO602 Ambassadors and supporters of #UNICEF call on the G7 to donate vaccines against #Covid_19 and develop a map to expand the scope of donations while increasing supplies https://t.co/WJzuPCNRF8 https://t.co/VJXBe6fXXg “As the pandemic unfolds, the virus mutates and produces new variants that could threaten the vaccinated and unvaccinated alike. We are in a tight race. Donating doses now is a smart policy that protects our collective best interests.” - Director @UNICEFinArabic | @unicefchief commenting on the pledge #G7 by providing 870 million doses of the #Covid_19 vaccine https://t.co/WqTh5SvT9g https://t.co/nmHQbvokRQ” A historic agreement at the conclusion of the #G7 summit announces pledges to provide 870 million doses of the #Covid_19 vaccine, half of which will be available by the end of 2021! In the context of this agreement, calls continue to take urgent measures to stop the devastation caused by the pandemic! -The most prominent positions at the conclusion of the #G7UK summit here👇 https://t.co/4RP8VucIcR Mr. @antonioguterres welcomes the #G7’s commitment to sharing vaccines, saying, ""The response needed to end this pandemic will require the largest global public health effort in history."" He explained that the world needs a global vaccine plan, stressing that ""G7 leadership is critical."" ""#G7UK -Read https://t.co/xJaKDGGPxB https://t.co/BGdNipqMQp"" “In a briefing to the #Security_Council: @JosepBorrellF, High Representative of the European Union for Foreign Affairs and Security Policy, stressed the Union countries’ commitment to multilateralism. He pointed to the export of more than 240 million doses of Covid vaccines to 90 countries “which means more than any other region”❗️ Read 👇 https://t.co/hnaLkJotWh"" Ambassadors and supporters of @UNICEFinArabic call on the G7 to donate vaccines against #Covid_19 quickly! The group will soon have enough doses to donate 20% of the vaccines between June and August without any significant delay in current plans to vaccinate its adult population!👇 https://t.co/aioTj9FtAm","['USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'USAbilAraby', 'ShareAmerica_Ar', 'WHOEMRO', 'UNarabic', 'UNarabic', 'UNarabic', 'UNarabic', 'UNarabic', 'UNNewsArabic', 'UNNewsArabic', 'UNNewsArabic', 'UNNewsArabic', 'UNNewsArabic']"
AuRED_094,A box from MP Salman Al-Hulaila to his colleague Hisham Al-Saleh during the MPs’ quarrel in the #budget_session #Nation_Council https://t.co/X85RtAUcGO,REFUTES,"['1407286653870280710', '1407281821595885570', '1407281028385939456', '1407277685756280832']","RT @QAlathad: Representative #Hisham_Al-Saleh: A cheap attempt to distort, through an unreal image in which #Photoshop was used. There is no friction with fellow MPs. This is part of the blatant media quackery practiced against us, and this is the best evidence and witness to the falsification of reality. Note: The image is photoshop, not a real image, and there is no friction and a cheap attempt at distortion Note: Brothers, the picture is photoshop and not real. This is part of the media quackery that is being practiced, and this is the best evidence and witness to the falsification of reality. https://t.co/PTycPNDpmH The picture suggests an unreal snapshot of reality. While I prevented contact between representatives, no direct contact occurred between them thanks to our intervention and others. In any case, I am against obscenity, vulgarity, and indecency in the Council, and we are concerned with everyone’s safety and preventing them from coming into contact with the latter. A photo of a lunch that brings me together with my friend Salman Al-Halila https://t.co /ou92XRjebS","['dr_hesham_law', 'dr_hesham_law', 'dr_hesham_law', 'dr_hesham_law']"
AuRED_097,🚨🚨🚨🚨🚨🚨 Officially: Issam Chawali is commentating on the Champions League final 😍😍😍😍😍😍😍😍😍🔥🔥🔥🔥🔥🔥🔥. https://t.co/jGXOTmRlbD,REFUTES,['1530468344050208768'],"🤩 Don't miss watching the Champions League Final Studio: Presented by Hisham Al-Khalisi, accompanied by a group of our channel analysts 📺 🎙️ Hafeez Draghi’s commentary on beIN SPORTS 1 PREMIUM 🎙️ Khalil Al-Balushi’s commentary on beIN SPORTS 2 PREMIUM 🕘 20:30 Mecca time #European_Champions_League #Liver Paul #RealMadrid https://t.co/3U6vz2lf4I",['beINSPORTS']
AuRED_133,#Urgent: An American citizen disappears in central or southern Iraq under mysterious circumstances. He works as a journalist.,REFUTES,['1603431144250396672'],"Some social media sites circulated news about (the disappearance of an American citizen in central or southern Iraq under mysterious circumstances, working as a journalist). We confirm that this news is untrue and has no basis. We also call on the media and bloggers to be accurate in conveying information and to find out real news exclusively from official sources.",['IraqiSpoxMOD']
AuRED_002,"Further descent into the dirty swamp of normalization.. Hussein Al Jasmi participates in composing an Israeli song that begins with a message of thanks to the Emirates from the Israeli president in Tel Aviv for the ruins of our Palestinian villages that were wiped off the face of the earth... You have lost, you are a disgrace to us.. Arabism and religion are innocent of people like you # Normalization_high_treason https://t.co/1pdoGqkZSH",REFUTES,['1312456254627872769 '],"RT @abdooli1: The story of this hashtag is very simple #Shame_on_you_my_body An Israeli band played an old melody by Hussein Al Jassmi @7sainaljassmi Those who are active in this hashtag are blinded by their hatred towards the Emirates and are living in blackness. Here the same band sang for Umm Kulthum, so is it a disgrace to the planet of the East as well?! Here the same band sang for Umm Kulthum. Is it a disgrace to the planet of the East as well?!",['mayarabbas']
AuRED_051,"Moroccan reports: Bakary Gassama, referee of the return match between Al-Ahly and Wydad #195Sports https://t.co/31q77oC767",REFUTES,"['1319767190137147394', '1319763836656812033', '1319687699167588353', '1319352015357693952']","Sayed Abdel Hafeez: Referee Gomez presented a wonderful lesson in applying the law and intelligence. Nasser Abbas: Victor Gomez saved the match from the assistant’s blunder and Marwan Mohsen’s goal is true. Learn about the biography of referee Gomez, referee of the Al-Ahly and Wydad match today, YouTube: https://t.co/DQWmhSWJdg #Sixth #Africa_Oh_Ahly #Alahlytv 📺 “The referee of the Al-Ahly and Wydad match, a “businessman”... Malak and Writing reveals the details. YouTube: https://t.co/li1gxcJnHo #King_and Writing #Alahlytv 📺”","['AlAhlyTV', 'AlAhlyTV', 'AlAhlyTV', 'AlAhlyTV']"
AuRED_096,"CAF notifies Al-Ahly that if the video technology malfunctions, the match will not be stopped!! I swear I don't find a reason for us to continue this match and not really withdraw https://t.co/l4rgNpCaTo",REFUTES,"['1530889372903645185', '1531199485493248000', '1531026344342999040', '1530937640110923776']","Al-Ahly has not received any correspondence from the Confederation of African Football regarding the cessation or possibility of stopping the VAR during the Champions League final tomorrow. In fact, CAF officials confirmed in the technical meeting for the match, which ended a few minutes ago, to Al-Ahly club representatives in the same meeting that the match would be held with the use of VAR technology without interruption. https://t.co/k03AoiaDyJ Al-Ahly requests insurance.. and Kaf confirms the work of video technology #10Sabah_in_Al-Ahly #Alahlytv 📺 https://t.co/zSVJo49AbA Islam Al-Shater is “excited”: What does it mean when the news is leaked that “the mouse may not work”?!.. The response was quick from Al-Ahly in an official statement 👌 #The_Big_House #Ahly_Men_Have_The_Challenge 💪 #Alahlytv 📺 https://t.co /sbjDYlP0o6"" Al-Ahly announces that it has not received any correspondence from the African Union regarding the possibility of stopping video technology.. Amir Hisham clarifies the details #TheTrend #Alahlytv 📺 https://t.co/ySshdRgq9X","['AlAhly', 'AlAhlyTV', 'AlAhlyTV', 'AlAhlyTV']"
